cause_name,age,age_name,incidence,cluster_3,cluster_4,cause_outline,incidence_rate
Cyclist road injuries,50,50-54 years,0.9922355780885669,Ageing-related,Adult (late),C.1.1.2,0.003922475305513389
Cyclist road injuries,55,55-59 years,1.060162505159503,Ageing-related,Adult (late),C.1.1.2,0.003208951346322353
Cyclist road injuries,60,60-64 years,1.259741814415642,Ageing-related,Adult (late),C.1.1.2,0.002980009501748886
Cyclist road injuries,65,65-69 years,1.391484109332745,Ageing-related,Adult (late),C.1.1.2,0.002778739311019355
Cyclist road injuries,70,70-74 years,1.23595742333098,Ageing-related,Adult (late),C.1.1.2,0.002247592601550094
Cyclist road injuries,75,75-79 years,0.9449876369697284,Ageing-related,Adult (late),C.1.1.2,0.0017432679791818037
Cyclist road injuries,80,80-84 years,0.5921237721196779,Ageing-related,Adult (late),C.1.1.2,0.0013561759489034775
Cyclist road injuries,85,85-89 years,0.2346333379742417,Ageing-related,Adult (late),C.1.1.2,0.0010334110033469834
Cyclist road injuries,90,90-94 years,-0.1510695659943105,Ageing-related,Adult (late),C.1.1.2,7.909703862181396e-4
Cyclist road injuries,95,95-99 years,-0.6901997852896874,Ageing-related,Adult (late),C.1.1.2,6.883812763091265e-4
Cystic echinococcosis,0,0-1 years,-3.289545932411608,Adult,Adult (late),A.4.7,0
Cystic echinococcosis,1,1-4 years,0.9014499918954663,Adult,Adult (late),A.4.7,1.4770229668221339e-6
Cystic echinococcosis,5,5-9 years,-0.940330727949402,Adult,Adult (late),A.4.7,7.186693566781495e-6
Cystic echinococcosis,10,10-14 years,-1.256722631210265,Adult,Adult (late),A.4.7,2.197261365081856e-5
Cystic echinococcosis,15,15-19 years,-0.8566515885503182,Adult,Adult (late),A.4.7,3.235980327598867e-5
Cystic echinococcosis,20,20-24 years,-0.1579532862012553,Adult,Adult (late),A.4.7,3.450748502388899e-5
Cystic echinococcosis,25,25-29 years,0.383684540925353,Adult,Adult (late),A.4.7,3.488368167999399e-5
Cystic echinococcosis,30,30-34 years,0.5065608668646118,Adult,Adult (late),A.4.7,3.357195366042348e-5
Cystic echinococcosis,35,35-39 years,0.541047233328689,Adult,Adult (late),A.4.7,3.132180232767326e-5
Cystic echinococcosis,40,40-44 years,0.4140430860805464,Adult,Adult (late),A.4.7,3.0995365621999714e-5
Cystic echinococcosis,45,45-49 years,0.3442118539705591,Adult,Adult (late),A.4.7,3.183000303569626e-5
Cystic echinococcosis,50,50-54 years,0.569886295942348,Adult,Adult (late),A.4.7,3.3818122295872404e-5
Cystic echinococcosis,55,55-59 years,1.221140642779652,Adult,Adult (late),A.4.7,4.0804909209196644e-5
Cystic echinococcosis,60,60-64 years,1.329608496994864,Adult,Adult (late),A.4.7,3.868679706088841e-5
Cystic echinococcosis,65,65-69 years,0.8856734496747489,Adult,Adult (late),A.4.7,2.9939283561860454e-5
Cystic echinococcosis,70,70-74 years,0.4353629739900811,Adult,Adult (late),A.4.7,2.11160590925486e-5
Cystic echinococcosis,75,75-79 years,0.16421432791536,Adult,Adult (late),A.4.7,1.7510849380944068e-5
Cystic echinococcosis,80,80-84 years,0.004291645019922181,Adult,Adult (late),A.4.7,1.702324270399632e-5
Cystic echinococcosis,85,85-89 years,-0.2037193133725132,Adult,Adult (late),A.4.7,1.565516043987865e-5
Cystic echinococcosis,90,90-94 years,-0.365989583570398,Adult,Adult (late),A.4.7,1.5831679975934793e-5
Cystic echinococcosis,95,95-99 years,-0.6302623421164413,Adult,Adult (late),A.4.7,1.3369568586582434e-5
Cysticercosis,0,0-1 years,-1.078299979327223,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,1,1-4 years,-1.070409537277267,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,5,5-9 years,-1.06611218189403,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,10,10-14 years,-1.054719941590124,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,15,15-19 years,-0.9782704475192742,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,20,20-24 years,-0.8145108437048286,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,25,25-29 years,-0.7142985766736841,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,30,30-34 years,-0.6942076269178749,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,35,35-39 years,-0.6418941798633286,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,40,40-44 years,-0.5748639750705034,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,45,45-49 years,-0.4973843846071671,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,50,50-54 years,-0.3582542215151329,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,55,55-59 years,-0.05942422437592583,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,60,60-64 years,0.3627394825343602,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,65,65-69 years,0.8202700603759523,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,70,70-74 years,1.186638493692922,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,75,75-79 years,1.494602308825468,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,80,80-84 years,1.573964342435318,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,85,85-89 years,1.408343450922575,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,90,90-94 years,1.339810692235336,Ageing-related,Ageing-related,A.4.6,0
Cysticercosis,95,95-99 years,1.416281289314431,Ageing-related,Ageing-related,A.4.6,0
Decubitus ulcer,0,0-1 years,-0.4989369828696518,Ageing-related,Ageing-related,B.9.11,0
Decubitus ulcer,1,1-4 years,-0.4962992895340059,Ageing-related,Ageing-related,B.9.11,2.0977477377002212e-5
Decubitus ulcer,5,5-9 years,-0.4964461894152088,Ageing-related,Ageing-related,B.9.11,2.4894727102429703e-5
Decubitus ulcer,10,10-14 years,-0.4954262130033991,Ageing-related,Ageing-related,B.9.11,3.0645420027987335e-5
Decubitus ulcer,15,15-19 years,-0.4921956908016004,Ageing-related,Ageing-related,B.9.11,3.760185039487208e-5
Decubitus ulcer,20,20-24 years,-0.4908236814521001,Ageing-related,Ageing-related,B.9.11,4.4262080712570834e-5
Decubitus ulcer,25,25-29 years,-0.4888235365702046,Ageing-related,Ageing-related,B.9.11,4.9962730008023175e-5
Decubitus ulcer,30,30-34 years,-0.4831617385914651,Ageing-related,Ageing-related,B.9.11,5.846199645745824e-5
Decubitus ulcer,35,35-39 years,-0.4795878416062621,Ageing-related,Ageing-related,B.9.11,7.640014630183043e-5
Decubitus ulcer,40,40-44 years,-0.4744785220634766,Ageing-related,Ageing-related,B.9.11,1.0056399040736068e-4
Decubitus ulcer,45,45-49 years,-0.4666596216007849,Ageing-related,Ageing-related,B.9.11,1.445426354711503e-4
Decubitus ulcer,50,50-54 years,-0.4472017076438407,Ageing-related,Ageing-related,B.9.11,2.1321194564714386e-4
Decubitus ulcer,55,55-59 years,-0.4211617037607094,Ageing-related,Ageing-related,B.9.11,3.4161880614250607e-4
Decubitus ulcer,60,60-64 years,-0.3849017045708196,Ageing-related,Ageing-related,B.9.11,5.742216523080263e-4
Decubitus ulcer,65,65-69 years,-0.3061047350304038,Ageing-related,Ageing-related,B.9.11,0.0010089074713403895
Decubitus ulcer,70,70-74 years,-0.1676871672846206,Ageing-related,Ageing-related,B.9.11,0.0018124215718833651
Decubitus ulcer,75,75-79 years,0.0696251602411951,Ageing-related,Ageing-related,B.9.11,0.0033676951622762137
Decubitus ulcer,80,80-84 years,0.4559309747047479,Ageing-related,Ageing-related,B.9.11,0.005791749410729516
Decubitus ulcer,85,85-89 years,1.039308941441501,Ageing-related,Ageing-related,B.9.11,0.010391417961035241
Decubitus ulcer,90,90-94 years,1.994018626717758,Ageing-related,Ageing-related,B.9.11,0.019307197607921527
Decubitus ulcer,95,95-99 years,3.531012622693352,Ageing-related,Ageing-related,B.9.11,0.03257990375681223
Dengue,0,0-1 years,4.214533873822678,Infant,Infant,A.4.11,0.004956183044635374
Dengue,1,1-4 years,1.088827635207674,Infant,Infant,A.4.11,0.004592614110289959
Dengue,5,5-9 years,0.1895928080468794,Infant,Infant,A.4.11,0.008728691972142905
Dengue,10,10-14 years,-0.2021539095717403,Infant,Infant,A.4.11,0.009948112522922362
Dengue,15,15-19 years,-0.2609670415988919,Infant,Infant,A.4.11,0.009835485360415876
Dengue,20,20-24 years,-0.1658417727202874,Infant,Infant,A.4.11,0.009410937368941805
Dengue,25,25-29 years,-0.2857730641811327,Infant,Infant,A.4.11,0.008479511926664345
Dengue,30,30-34 years,-0.4279678859402269,Infant,Infant,A.4.11,0.007314175549223261
Dengue,35,35-39 years,-0.4009742772977674,Infant,Infant,A.4.11,0.007015081690001274
Dengue,40,40-44 years,-0.4394785590847085,Infant,Infant,A.4.11,0.006447845917032148
Dengue,45,45-49 years,-0.4710287461906976,Infant,Infant,A.4.11,0.005801743918749271
Dengue,50,50-54 years,-0.4997919500651946,Infant,Infant,A.4.11,0.005639511477037928
Dengue,55,55-59 years,-0.417786741510895,Infant,Infant,A.4.11,0.005535652444918968
Dengue,60,60-64 years,-0.4005372095050617,Infant,Infant,A.4.11,0.005774651834917482
Dengue,65,65-69 years,-0.4170981033979721,Infant,Infant,A.4.11,0.005721110463097433
Dengue,70,70-74 years,-0.3100658982708112,Infant,Infant,A.4.11,0.005922079577879677
Dengue,75,75-79 years,-0.3172986580954998,Infant,Infant,A.4.11,0.006334157355625506
Dengue,80,80-84 years,0.008233343752062815,Infant,Infant,A.4.11,0.005817283845234282
Dengue,85,85-89 years,-0.1437143672514024,Infant,Infant,A.4.11,0.006049499831205073
Dengue,90,90-94 years,-0.2193754028776193,Infant,Infant,A.4.11,0.008609343423346188
Dengue,95,95-99 years,-0.1213340732693852,Infant,Infant,A.4.11,0.014188581379145046
Diabetes mellitus type 1,0,0-1 years,0.8175988015890953,Ageing-related,Adult (late),B.8.1.1,1.6231535307524786e-5
Diabetes mellitus type 1,1,1-4 years,-1.727760323633994,Ageing-related,Adult (late),B.8.1.1,8.015216876357877e-5
Diabetes mellitus type 1,5,5-9 years,-1.762324655627996,Ageing-related,Adult (late),B.8.1.1,1.446816255201303e-4
Diabetes mellitus type 1,10,10-14 years,-1.616544391172916,Ageing-related,Adult (late),B.8.1.1,1.3728786177304105e-4
Diabetes mellitus type 1,15,15-19 years,-1.397319293120437,Ageing-related,Adult (late),B.8.1.1,9.794877491422764e-5
Diabetes mellitus type 1,20,20-24 years,-0.9174071454929541,Ageing-related,Adult (late),B.8.1.1,9.545768685094361e-5
Diabetes mellitus type 1,25,25-29 years,-0.6578597491401467,Ageing-related,Adult (late),B.8.1.1,8.33575702853995e-5
Diabetes mellitus type 1,30,30-34 years,-0.5708131679820484,Ageing-related,Adult (late),B.8.1.1,5.6637562622212376e-05
Diabetes mellitus type 1,35,35-39 years,0.01636569828300852,Ageing-related,Adult (late),B.8.1.1,5.2461591627487436e-5
Diabetes mellitus type 1,40,40-44 years,1.094239596122964,Ageing-related,Adult (late),B.8.1.1,4.626280217140357e-5
Diabetes mellitus type 1,45,45-49 years,-0.5479359746115686,Ageing-related,Adult (late),B.8.1.1,3.940308119648225e-5
Diabetes mellitus type 1,50,50-54 years,-0.03599933802858659,Ageing-related,Adult (late),B.8.1.1,3.5122747414079405e-5
Diabetes mellitus type 1,55,55-59 years,0.6502813815375739,Ageing-related,Adult (late),B.8.1.1,3.4442332615705825e-5
Diabetes mellitus type 1,60,60-64 years,0.6517341293087534,Ageing-related,Adult (late),B.8.1.1,3.424982697196466e-5
Diabetes mellitus type 1,65,65-69 years,1.038049384660525,Ageing-related,Adult (late),B.8.1.1,3.517707547472339e-5
Diabetes mellitus type 1,70,70-74 years,0.9066141658364283,Ageing-related,Adult (late),B.8.1.1,3.94087266395263e-5
Diabetes mellitus type 1,75,75-79 years,1.148440830316307,Ageing-related,Adult (late),B.8.1.1,4.5340058660198216e-5
Diabetes mellitus type 1,80,80-84 years,0.3226376161630824,Ageing-related,Adult (late),B.8.1.1,5.136851080496034e-5
Diabetes mellitus type 1,85,85-89 years,0.5617489106878742,Ageing-related,Adult (late),B.8.1.1,5.8704129508182714e-5
Diabetes mellitus type 1,90,90-94 years,0.8772472480303808,Ageing-related,Adult (late),B.8.1.1,6.899123590199153e-5
Diabetes mellitus type 1,95,95-99 years,1.149006276274651,Ageing-related,Adult (late),B.8.1.1,7.634442510881828e-5
Diabetes mellitus type 2,0,0-1 years,-0.9873147960824579,Ageing-related,Ageing-related,B.8.1.2,0
Diabetes mellitus type 2,1,1-4 years,-0.9873147960824579,Ageing-related,Ageing-related,B.8.1.2,0
Diabetes mellitus type 2,5,5-9 years,-0.9873147960824579,Ageing-related,Ageing-related,B.8.1.2,0
Diabetes mellitus type 2,10,10-14 years,-0.9873147960824579,Ageing-related,Ageing-related,B.8.1.2,0
Diabetes mellitus type 2,15,15-19 years,-0.969886144895051,Ageing-related,Ageing-related,B.8.1.2,8.002509479789554e-4
Diabetes mellitus type 2,20,20-24 years,-0.9527971008575925,Ageing-related,Ageing-related,B.8.1.2,0.0013831202376296885
Diabetes mellitus type 2,25,25-29 years,-0.9251214850988115,Ageing-related,Ageing-related,B.8.1.2,0.0017915018464020047
Diabetes mellitus type 2,30,30-34 years,-0.8750360447398737,Ageing-related,Ageing-related,B.8.1.2,0.002332500617714235
Diabetes mellitus type 2,35,35-39 years,-0.802781274220672,Ageing-related,Ageing-related,B.8.1.2,0.003126998616645932
Diabetes mellitus type 2,40,40-44 years,-0.677149157903318,Ageing-related,Ageing-related,B.8.1.2,0.004342090845520426
Diabetes mellitus type 2,45,45-49 years,-0.4561109364123682,Ageing-related,Ageing-related,B.8.1.2,0.0058019726363684335
Diabetes mellitus type 2,50,50-54 years,-0.1724839934153308,Ageing-related,Ageing-related,B.8.1.2,0.006750574971175217
Diabetes mellitus type 2,55,55-59 years,0.1655449213490743,Ageing-related,Ageing-related,B.8.1.2,0.007521439340736565
Diabetes mellitus type 2,60,60-64 years,0.5822730591729928,Ageing-related,Ageing-related,B.8.1.2,0.007351155461096094
Diabetes mellitus type 2,65,65-69 years,0.8792536546456309,Ageing-related,Ageing-related,B.8.1.2,0.006370156794896728
Diabetes mellitus type 2,70,70-74 years,1.160749212115311,Ageing-related,Ageing-related,B.8.1.2,0.005106833668261072
Diabetes mellitus type 2,75,75-79 years,1.396639200653543,Ageing-related,Ageing-related,B.8.1.2,0.0034246091265310924
Diabetes mellitus type 2,80,80-84 years,1.483429844798783,Ageing-related,Ageing-related,B.8.1.2,0.0019258587813429794
Diabetes mellitus type 2,85,85-89 years,1.449122428178658,Ageing-related,Ageing-related,B.8.1.2,7.410819092686609e-4
Diabetes mellitus type 2,90,90-94 years,1.379823009740073,Ageing-related,Ageing-related,B.8.1.2,1.623380011930318e-4
Diabetes mellitus type 2,95,95-99 years,1.283789991218788,Ageing-related,Ageing-related,B.8.1.2,1.1529279746623688e-4
Diarrheal diseases,0,0-1 years,4.321890235741717,Infant,Infant,A.3.1,2.12230641886208
Diarrheal diseases,1,1-4 years,0.402995076767352,Infant,Infant,A.3.1,1.2575062723469745
Diarrheal diseases,5,5-9 years,-0.3552143015585217,Infant,Infant,A.3.1,0.8747402663479926
Diarrheal diseases,10,10-14 years,-0.4169876280764044,Infant,Infant,A.3.1,0.8306631758055303
Diarrheal diseases,15,15-19 years,-0.42633647819459,Infant,Infant,A.3.1,0.6613349636346585
Diarrheal diseases,20,20-24 years,-0.4280287332669162,Infant,Infant,A.3.1,0.59311797824978
Diarrheal diseases,25,25-29 years,-0.4345682521449902,Infant,Infant,A.3.1,0.620073884907424
Diarrheal diseases,30,30-34 years,-0.4346998311088532,Infant,Infant,A.3.1,0.650536978955673
Diarrheal diseases,35,35-39 years,-0.4276085630384297,Infant,Infant,A.3.1,0.6961623903128631
Diarrheal diseases,40,40-44 years,-0.4230561983345584,Infant,Infant,A.3.1,0.7196990827913692
Diarrheal diseases,45,45-49 years,-0.4169777174313163,Infant,Infant,A.3.1,0.7206571992227632
Diarrheal diseases,50,50-54 years,-0.4007407496070595,Infant,Infant,A.3.1,0.7260195352031371
Diarrheal diseases,55,55-59 years,-0.3772622858902697,Infant,Infant,A.3.1,0.7576885460814156
Diarrheal diseases,60,60-64 years,-0.3206922229168019,Infant,Infant,A.3.1,0.9180684147657188
Diarrheal diseases,65,65-69 years,-0.2580265610386922,Infant,Infant,A.3.1,1.1757754378230212
Diarrheal diseases,70,70-74 years,-0.1445823030424653,Infant,Infant,A.3.1,1.410152111460834
Diarrheal diseases,75,75-79 years,-0.03812412391054921,Infant,Infant,A.3.1,1.6302243712170899
Diarrheal diseases,80,80-84 years,0.1172672577748507,Infant,Infant,A.3.1,1.7365252718817068
Diarrheal diseases,85,85-89 years,0.1285057953490628,Infant,Infant,A.3.1,1.7817798310829278
Diarrheal diseases,90,90-94 years,0.1570498295351225,Infant,Infant,A.3.1,1.7631198173333833
Diarrheal diseases,95,95-99 years,0.1751977543923116,Infant,Infant,A.3.1,1.7108305422931813
Dietary iron deficiency,0,0-1 years,2.86264077261393,Infant,Infant,A.7.4,0
Dietary iron deficiency,1,1-4 years,1.798526026474718,Infant,Infant,A.7.4,0
Dietary iron deficiency,5,5-9 years,2.239242830359529,Infant,Infant,A.7.4,0
Dietary iron deficiency,10,10-14 years,0.5273134863660336,Infant,Infant,A.7.4,0
Dietary iron deficiency,15,15-19 years,-0.2475739465889338,Infant,Infant,A.7.4,0
Dietary iron deficiency,20,20-24 years,-0.8096268777406277,Infant,Infant,A.7.4,0
Dietary iron deficiency,25,25-29 years,-0.886554796010657,Infant,Infant,A.7.4,0
Dietary iron deficiency,30,30-34 years,-0.7827339233435067,Infant,Infant,A.7.4,0
Dietary iron deficiency,35,35-39 years,-0.4385676089943064,Infant,Infant,A.7.4,0
Dietary iron deficiency,40,40-44 years,-0.2996487382639786,Infant,Infant,A.7.4,0
Dietary iron deficiency,45,45-49 years,-0.3519617372689508,Infant,Infant,A.7.4,0
Dietary iron deficiency,50,50-54 years,-0.3477612687403518,Infant,Infant,A.7.4,0
Dietary iron deficiency,55,55-59 years,-0.2208686270442309,Infant,Infant,A.7.4,0
Dietary iron deficiency,60,60-64 years,-0.3254921268876578,Infant,Infant,A.7.4,0
Dietary iron deficiency,65,65-69 years,-0.2554674910583173,Infant,Infant,A.7.4,0
Dietary iron deficiency,70,70-74 years,-0.1547191860526334,Infant,Infant,A.7.4,0
Dietary iron deficiency,75,75-79 years,-0.1425544816684093,Infant,Infant,A.7.4,0
Dietary iron deficiency,80,80-84 years,-0.3699527552242224,Infant,Infant,A.7.4,0
Dietary iron deficiency,85,85-89 years,-0.3084019205895186,Infant,Infant,A.7.4,0
Dietary iron deficiency,90,90-94 years,-0.609029467941096,Infant,Infant,A.7.4,0
Dietary iron deficiency,95,95-99 years,-0.8768081623968165,Infant,Infant,A.7.4,0
Digestive congenital anomalies,0,0-1 years,4.47050563453303,Infant,Infant,B.12.1.10,0.005830831436506433
Digestive congenital anomalies,1,1-4 years,-0.1036779764675302,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,5,5-9 years,-0.2179946605505662,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,10,10-14 years,-0.2252742945939321,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,15,15-19 years,-0.2289981698044132,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,20,20-24 years,-0.2297778543296701,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,25,25-29 years,-0.2301650138020948,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,30,30-34 years,-0.2306155367514161,Infant,Infant,B.12.1.10,0
Digestive congenital anomalies,35,35-39 years,-0.2306480585402485,Infant,Infant,B.12.1.10,0
